recipe_id,title,recipe_name,user_id,user_name,views,recommendations,scraps,cooking_method,situation,ingredients,category,description,ingredients_detail,servings,difficulty,cooking_time,registered_date,image_url,original_recipe_id,cooking_time_minutes,difficulty_level,popularity_score,category_encoded
297,맛있는 돼지고기 요리 298,맛있는 돼지고기 요리 298,user_43,요리사35,35733,1053,952,찌기,간편식,"돼지고기, 양파, 마늘",찌개,맛있는 돼지고기 요리 298 레시피,돼지고기 300g,2인분,초급,20분,2025-10-19,https://example.com/recipe_1000297.jpg,1000297,20,1,0.611222124111988,5
298,맛있는 두부 요리 299,맛있는 두부 요리 299,user_52,요리사24,42561,3313,241,볶기,간편식,"두부, 양파, 마늘",일품,맛있는 두부 요리 299 레시피,두부 300g,2인분,중급,60분,2025-09-28,https://example.com/recipe_1000298.jpg,1000298,60,2,0.6727830048654981,4
299,맛있는 두부 요리 300,맛있는 두부 요리 300,user_2,요리사48,38128,322,991,찌기,손님접대,"두부, 양파, 마늘",샐러드,맛있는 두부 요리 300 레시피,두부 300g,2인분,고급,10분,2025-10-31,https://example.com/recipe_1000299.jpg,1000299,10,3,0.5991280776893573,3
300,맛있는 계란 요리 301,맛있는 계란 요리 301,user_17,요리사38,23525,1771,327,굽기,일상,"계란, 양파, 마늘",샐러드,맛있는 계란 요리 301 레시피,계란 300g,2인분,초급,60분,2025-07-04,https://example.com/recipe_1000300.jpg,1000300,60,1,0.4070554776696149,3
301,맛있는 소고기 요리 302,맛있는 소고기 요리 302,user_26,요리사3,7738,3234,524,찌기,일상,"소고기, 양파, 마늘",샐러드,맛있는 소고기 요리 302 레시피,소고기 300g,2인분,고급,60분,2025-12-12,https://example.com/recipe_1000301.jpg,1000301,60,3,0.3763512230530753,3
302,맛있는 돼지고기 요리 303,맛있는 돼지고기 요리 303,user_16,요리사96,19028,866,897,굽기,일상,"돼지고기, 양파, 마늘",국/탕,맛있는 돼지고기 요리 303 레시피,돼지고기 300g,2인분,고급,30분,2025-12-06,https://example.com/recipe_1000302.jpg,1000302,30,3,0.42188429678342887,0
303,맛있는 돼지고기 요리 304,맛있는 돼지고기 요리 304,user_64,요리사73,15030,1736,591,볶기,일상,"돼지고기, 양파, 마늘",찌개,맛있는 돼지고기 요리 304 레시피,돼지고기 300g,3인분,중급,10분,2025-06-18,https://example.com/recipe_1000303.jpg,1000303,10,2,0.37282943769890775,5
304,맛있는 돼지고기 요리 305,맛있는 돼지고기 요리 305,user_35,요리사41,17958,1124,983,굽기,손님접대,"돼지고기, 양파, 마늘",샐러드,맛있는 돼지고기 요리 305 레시피,돼지고기 300g,2인분,고급,60분,2025-04-23,https://example.com/recipe_1000304.jpg,1000304,60,3,0.4438778747633054,3
305,맛있는 생선 요리 306,맛있는 생선 요리 306,user_20,요리사70,48605,564,100,굽기,손님접대,"생선, 양파, 마늘",일품,맛있는 생선 요리 306 레시피,생선 300g,4인분,고급,20분,2025-01-03,https://example.com/recipe_1000305.jpg,1000305,20,3,0.5400753332265102,4
306,맛있는 돼지고기 요리 307,맛있는 돼지고기 요리 307,user_74,요리사6,44222,2657,542,굽기,간편식,"돼지고기, 양파, 마늘",국/탕,맛있는 돼지고기 요리 307 레시피,돼지고기 300g,3인분,초급,60분,2025-04-20,https://example.com/recipe_1000306.jpg,1000306,60,1,0.7102989144465275,0
307,맛있는 돼지고기 요리 308,맛있는 돼지고기 요리 308,user_46,요리사23,17214,1049,252,굽기,간편식,"돼지고기, 양파, 마늘",찌개,맛있는 돼지고기 요리 308 레시피,돼지고기 300g,2인분,초급,10분,2025-06-12,https://example.com/recipe_1000307.jpg,1000307,10,1,0.28558899795660253,5
308,맛있는 닭고기 요리 309,맛있는 닭고기 요리 309,user_60,요리사62,30101,2427,167,볶기,손님접대,"닭고기, 양파, 마늘",샐러드,맛있는 닭고기 요리 309 레시피,닭고기 300g,3인분,초급,60분,2025-06-13,https://example.com/recipe_1000308.jpg,1000308,60,1,0.4801658116420243,3
309,맛있는 생선 요리 310,맛있는 생선 요리 310,user_73,요리사10,35251,1079,968,볶기,일상,"생선, 양파, 마늘",국/탕,맛있는 생선 요리 310 레시피,생선 300g,3인분,초급,10분,2025-08-12,https://example.com/recipe_1000309.jpg,1000309,10,1,0.6111636879578095,0
310,맛있는 두부 요리 311,맛있는 두부 요리 311,user_41,요리사86,42807,1498,305,볶기,일상,"두부, 양파, 마늘",찌개,맛있는 두부 요리 311 레시피,두부 300g,2인분,초급,30분,2025-06-02,https://example.com/recipe_1000310.jpg,1000310,30,1,0.5791566543627836,5
311,맛있는 돼지고기 요리 312,맛있는 돼지고기 요리 312,user_96,요리사71,17808,2530,874,볶기,간편식,"돼지고기, 양파, 마늘",찌개,맛있는 돼지고기 요리 312 레시피,돼지고기 300g,3인분,중급,10분,2025-08-08,https://example.com/recipe_1000311.jpg,1000311,10,2,0.5049155427680245,5
312,맛있는 생선 요리 313,맛있는 생선 요리 313,user_69,요리사68,3882,4853,89,찌기,일상,"생선, 양파, 마늘",국/탕,맛있는 생선 요리 313 레시피,생선 300g,4인분,초급,60분,2025-06-10,https://example.com/recipe_1000312.jpg,1000312,60,1,0.34783102110693614,0
313,맛있는 돼지고기 요리 314,맛있는 돼지고기 요리 314,user_16,요리사70,26238,3890,453,굽기,손님접대,"돼지고기, 양파, 마늘",일품,맛있는 돼지고기 요리 314 레시피,돼지고기 300g,4인분,고급,20분,2025-09-17,https://example.com/recipe_1000313.jpg,1000313,20,3,0.5865599302321347,4
314,맛있는 돼지고기 요리 315,맛있는 돼지고기 요리 315,user_15,요리사25,12873,3988,586,볶기,손님접대,"돼지고기, 양파, 마늘",볶음,맛있는 돼지고기 요리 315 레시피,돼지고기 300g,3인분,초급,10분,2025-03-28,https://example.com/recipe_1000314.jpg,1000314,10,1,0.4853711004035666,2
315,맛있는 두부 요리 316,맛있는 두부 요리 316,user_70,요리사65,8368,1759,113,굽기,일상,"두부, 양파, 마늘",국/탕,맛있는 두부 요리 316 레시피,두부 300g,4인분,초급,20분,2025-05-08,https://example.com/recipe_1000315.jpg,1000315,20,1,0.21187108349932068,0
316,맛있는 돼지고기 요리 317,맛있는 돼지고기 요리 317,user_78,요리사76,10280,4647,462,볶기,일상,"돼지고기, 양파, 마늘",국/탕,맛있는 돼지고기 요리 317 레시피,돼지고기 300g,2인분,중급,20분,2025-02-08,https://example.com/recipe_1000316.jpg,1000316,20,2,0.4741474563802144,0
317,맛있는 소고기 요리 318,맛있는 소고기 요리 318,user_41,요리사5,16934,221,506,굽기,간편식,"소고기, 양파, 마늘",찌개,맛있는 소고기 요리 318 레시피,소고기 300g,4인분,고급,30분,2025-03-12,https://example.com/recipe_1000317.jpg,1000317,30,3,0.2839588964836633,5
318,맛있는 소고기 요리 319,맛있는 소고기 요리 319,user_61,요리사9,18584,165,378,찌기,일상,"소고기, 양파, 마늘",일품,맛있는 소고기 요리 319 레시피,소고기 300g,2인분,중급,20분,2025-09-01,https://example.com/recipe_1000318.jpg,1000318,20,2,0.27147888276608645,4
319,맛있는 소고기 요리 320,맛있는 소고기 요리 320,user_19,요리사84,16895,2502,235,굽기,손님접대,"소고기, 양파, 마늘",볶음,맛있는 소고기 요리 320 레시피,소고기 300g,3인분,고급,10분,2025-09-08,https://example.com/recipe_1000319.jpg,1000319,10,3,0.3661745095843097,2
320,맛있는 생선 요리 321,맛있는 생선 요리 321,user_79,요리사16,45951,2387,530,볶기,손님접대,"생선, 양파, 마늘",국/탕,맛있는 생선 요리 321 레시피,생선 300g,4인분,중급,60분,2025-07-23,https://example.com/recipe_1000320.jpg,1000320,60,2,0.7089923926435289,0
321,맛있는 소고기 요리 322,맛있는 소고기 요리 322,user_56,요리사92,6424,2127,957,굽기,일상,"소고기, 양파, 마늘",찌개,맛있는 소고기 요리 322 레시피,소고기 300g,2인분,중급,10분,2025-09-03,https://example.com/recipe_1000321.jpg,1000321,10,2,0.38347344062026134,5
322,맛있는 돼지고기 요리 323,맛있는 돼지고기 요리 323,user_39,요리사94,37001,2355,307,찌기,일상,"돼지고기, 양파, 마늘",국/탕,맛있는 돼지고기 요리 323 레시피,돼지고기 300g,4인분,고급,10분,2025-08-11,https://example.com/recipe_1000322.jpg,1000322,10,3,0.5728973076491652,0
323,맛있는 소고기 요리 324,맛있는 소고기 요리 324,user_92,요리사11,37595,1701,627,볶기,간편식,"소고기, 양파, 마늘",샐러드,맛있는 소고기 요리 324 레시피,소고기 300g,2인분,고급,10분,2025-06-03,https://example.com/recipe_1000323.jpg,1000323,10,3,0.6036633920001269,3
324,맛있는 두부 요리 325,맛있는 두부 요리 325,user_20,요리사55,39104,1670,381,찌기,손님접대,"두부, 양파, 마늘",볶음,맛있는 두부 요리 325 레시피,두부 300g,2인분,고급,10분,2025-05-20,https://example.com/recipe_1000324.jpg,1000324,10,3,0.5676492750958749,2
325,맛있는 돼지고기 요리 326,맛있는 돼지고기 요리 326,user_82,요리사87,17627,4036,520,굽기,손님접대,"돼지고기, 양파, 마늘",샐러드,맛있는 돼지고기 요리 326 레시피,돼지고기 300g,2인분,중급,60분,2025-06-14,https://example.com/recipe_1000325.jpg,1000325,60,2,0.5225940562878466,3
326,맛있는 돼지고기 요리 327,맛있는 돼지고기 요리 327,user_49,요리사39,1778,272,63,찌기,손님접대,"돼지고기, 양파, 마늘",샐러드,맛있는 돼지고기 요리 327 레시피,돼지고기 300g,4인분,초급,30분,2025-05-02,https://example.com/recipe_1000326.jpg,1000326,30,1,0.046718659868679666,3
327,맛있는 돼지고기 요리 328,맛있는 돼지고기 요리 328,user_18,요리사40,45918,4158,896,굽기,일상,"돼지고기, 양파, 마늘",메인반찬,맛있는 돼지고기 요리 328 레시피,돼지고기 300g,2인분,초급,60분,2025-01-24,https://example.com/recipe_1000327.jpg,1000327,60,1,0.8881955536786412,1
328,맛있는 두부 요리 329,맛있는 두부 요리 329,user_4,요리사44,45601,4436,682,굽기,일상,"두부, 양파, 마늘",일품,맛있는 두부 요리 329 레시피,두부 300g,4인분,고급,60분,2025-02-05,https://example.com/recipe_1000328.jpg,1000328,60,3,0.8588616326692217,4
329,맛있는 소고기 요리 330,맛있는 소고기 요리 330,user_75,요리사45,7167,2132,609,볶기,손님접대,"소고기, 양파, 마늘",샐러드,맛있는 소고기 요리 330 레시피,소고기 300g,2인분,초급,20분,2025-12-05,https://example.com/recipe_1000329.jpg,1000329,20,1,0.32153629800979183,3
330,맛있는 닭고기 요리 331,맛있는 닭고기 요리 331,user_38,요리사57,1643,4426,817,굽기,일상,"닭고기, 양파, 마늘",국/탕,맛있는 닭고기 요리 331 레시피,닭고기 300g,2인분,초급,20분,2025-07-10,https://example.com/recipe_1000330.jpg,1000330,20,1,0.44555915166351756,0
331,맛있는 생선 요리 332,맛있는 생선 요리 332,user_86,요리사78,30127,2041,788,찌기,간편식,"생선, 양파, 마늘",국/탕,맛있는 생선 요리 332 레시피,생선 300g,3인분,중급,10분,2025-02-27,https://example.com/recipe_1000331.jpg,1000331,10,2,0.581590224396415,0
332,맛있는 생선 요리 333,맛있는 생선 요리 333,user_94,요리사72,16829,1534,892,볶기,간편식,"생선, 양파, 마늘",샐러드,맛있는 생선 요리 333 레시피,생선 300g,4인분,초급,20분,2025-06-05,https://example.com/recipe_1000332.jpg,1000332,20,1,0.4389658166395193,3
333,맛있는 닭고기 요리 334,맛있는 닭고기 요리 334,user_30,요리사63,27439,1281,923,볶기,간편식,"닭고기, 양파, 마늘",찌개,맛있는 닭고기 요리 334 레시피,닭고기 300g,2인분,중급,10분,2025-11-07,https://example.com/recipe_1000333.jpg,1000333,10,2,0.536128109115057,5
334,맛있는 닭고기 요리 335,맛있는 닭고기 요리 335,user_5,요리사18,43857,4563,603,볶기,일상,"닭고기, 양파, 마늘",샐러드,맛있는 닭고기 요리 335 레시피,닭고기 300g,3인분,중급,20분,2025-09-14,https://example.com/recipe_1000334.jpg,1000334,20,2,0.833219885236656,3
335,맛있는 닭고기 요리 336,맛있는 닭고기 요리 336,user_6,요리사77,45112,4169,683,볶기,간편식,"닭고기, 양파, 마늘",메인반찬,맛있는 닭고기 요리 336 레시피,닭고기 300g,2인분,고급,10분,2025-06-18,https://example.com/recipe_1000335.jpg,1000335,10,3,0.8381501697039455,1
336,맛있는 소고기 요리 337,맛있는 소고기 요리 337,user_85,요리사59,2947,314,762,굽기,간편식,"소고기, 양파, 마늘",일품,맛있는 소고기 요리 337 레시피,소고기 300g,3인분,고급,30분,2025-02-01,https://example.com/recipe_1000336.jpg,1000336,30,3,0.20087257576044326,4
337,맛있는 소고기 요리 338,맛있는 소고기 요리 338,user_1,요리사77,5944,4314,327,찌기,간편식,"소고기, 양파, 마늘",샐러드,맛있는 소고기 요리 338 레시피,소고기 300g,3인분,초급,60분,2025-03-05,https://example.com/recipe_1000337.jpg,1000337,60,1,0.38376568193906646,3
338,맛있는 계란 요리 339,맛있는 계란 요리 339,user_38,요리사11,24244,4961,291,굽기,일상,"계란, 양파, 마늘",메인반찬,맛있는 계란 요리 339 레시피,계란 300g,3인분,초급,60분,2024-12-31,https://example.com/recipe_1000338.jpg,1000338,60,1,0.5984407158938543,1
339,맛있는 소고기 요리 340,맛있는 소고기 요리 340,user_57,요리사59,6531,3217,428,굽기,일상,"소고기, 양파, 마늘",샐러드,맛있는 소고기 요리 340 레시피,소고기 300g,4인분,초급,20분,2025-11-22,https://example.com/recipe_1000339.jpg,1000339,20,1,0.34403789863808953,3
340,맛있는 계란 요리 341,맛있는 계란 요리 341,user_49,요리사7,9498,186,503,볶기,일상,"계란, 양파, 마늘",메인반찬,맛있는 계란 요리 341 레시피,계란 300g,2인분,초급,10분,2024-12-30,https://example.com/recipe_1000340.jpg,1000340,10,1,0.20687300488412308,1
341,맛있는 계란 요리 342,맛있는 계란 요리 342,user_6,요리사75,19735,2514,790,찌기,일상,"계란, 양파, 마늘",찌개,맛있는 계란 요리 342 레시피,계란 300g,2인분,고급,20분,2025-04-12,https://example.com/recipe_1000341.jpg,1000341,20,3,0.5064152799795775,5
342,맛있는 계란 요리 343,맛있는 계란 요리 343,user_10,요리사8,49246,4465,604,굽기,손님접대,"계란, 양파, 마늘",메인반찬,맛있는 계란 요리 343 레시피,계란 300g,2인분,중급,10분,2025-09-12,https://example.com/recipe_1000342.jpg,1000342,10,2,0.8814484142686592,1
343,맛있는 두부 요리 344,맛있는 두부 요리 344,user_90,요리사33,22646,4551,555,찌기,간편식,"두부, 양파, 마늘",찌개,맛있는 두부 요리 344 레시피,두부 300g,3인분,고급,10분,2025-05-23,https://example.com/recipe_1000343.jpg,1000343,10,3,0.610708133698791,5
344,맛있는 생선 요리 345,맛있는 생선 요리 345,user_42,요리사24,21282,1899,705,볶기,손님접대,"생선, 양파, 마늘",메인반찬,맛있는 생선 요리 345 레시피,생선 300g,2인분,고급,20분,2025-09-29,https://example.com/recipe_1000344.jpg,1000344,20,3,0.46797352455150065,1
345,맛있는 소고기 요리 346,맛있는 소고기 요리 346,user_92,요리사51,554,2442,10,볶기,일상,"소고기, 양파, 마늘",샐러드,맛있는 소고기 요리 346 레시피,소고기 300g,4인분,고급,10분,2025-01-30,https://example.com/recipe_1000345.jpg,1000345,10,3,0.1540638862426438,3
346,맛있는 닭고기 요리 347,맛있는 닭고기 요리 347,user_98,요리사36,38649,3621,249,굽기,간편식,"닭고기, 양파, 마늘",찌개,맛있는 닭고기 요리 347 레시피,닭고기 300g,4인분,고급,20분,2025-06-09,https://example.com/recipe_1000346.jpg,1000346,20,3,0.6537313011432896,5
347,맛있는 닭고기 요리 348,맛있는 닭고기 요리 348,user_60,요리사94,45286,4415,247,굽기,손님접대,"닭고기, 양파, 마늘",샐러드,맛있는 닭고기 요리 348 레시피,닭고기 300g,3인분,고급,60분,2025-04-15,https://example.com/recipe_1000347.jpg,1000347,60,3,0.7673634742178708,3
348,맛있는 두부 요리 349,맛있는 두부 요리 349,user_54,요리사30,20598,2368,199,볶기,손님접대,"두부, 양파, 마늘",국/탕,맛있는 두부 요리 349 레시피,두부 300g,4인분,고급,60분,2025-08-25,https://example.com/recipe_1000348.jpg,1000348,60,3,0.38796989685922645,0
349,맛있는 닭고기 요리 350,맛있는 닭고기 요리 350,user_23,요리사26,44956,2190,388,볶기,간편식,"닭고기, 양파, 마늘",일품,맛있는 닭고기 요리 350 레시피,닭고기 300g,2인분,고급,60분,2025-04-20,https://example.com/recipe_1000349.jpg,1000349,60,3,0.6587905800644891,4
350,맛있는 생선 요리 351,맛있는 생선 요리 351,user_35,요리사20,34575,745,262,볶기,일상,"생선, 양파, 마늘",국/탕,맛있는 생선 요리 351 레시피,생선 300g,4인분,초급,30분,2025-11-22,https://example.com/recipe_1000350.jpg,1000350,30,1,0.44302004743474643,0
