RCP_SNO,RCP_TTL,CKG_NM,RGTR_ID,RGTR_NM,INQ_CNT,RCMM_CNT,SRAP_CNT,CKG_MTH_ACTO_NM,CKG_STA_ACTO_NM,CKG_MTRL_ACTO_NM,CKG_KND_ACTO_NM,CKG_IPDC,CKG_MTRL_CN,CKG_INBUN_NM,CKG_DODF_NM,CKG_TIME_NM,FIRST_REG_DT,RCP_IMG_URL
1000342,맛있는 계란 요리 343,맛있는 계란 요리 343,user_10,요리사8,49246,4465,604,굽기,손님접대,"계란, 양파, 마늘",메인반찬,맛있는 계란 요리 343 레시피,계란 300g,2인분,중급,10분,2025-09-12,https://example.com/recipe_1000342.jpg
1000343,맛있는 두부 요리 344,맛있는 두부 요리 344,user_90,요리사33,22646,4551,555,찌기,간편식,"두부, 양파, 마늘",찌개,맛있는 두부 요리 344 레시피,두부 300g,3인분,고급,10분,2025-05-23,https://example.com/recipe_1000343.jpg
1000344,맛있는 생선 요리 345,맛있는 생선 요리 345,user_42,요리사24,21282,1899,705,볶기,손님접대,"생선, 양파, 마늘",메인반찬,맛있는 생선 요리 345 레시피,생선 300g,2인분,고급,20분,2025-09-29,https://example.com/recipe_1000344.jpg
1000345,맛있는 소고기 요리 346,맛있는 소고기 요리 346,user_92,요리사51,554,2442,10,볶기,일상,"소고기, 양파, 마늘",샐러드,맛있는 소고기 요리 346 레시피,소고기 300g,4인분,고급,10분,2025-01-30,https://example.com/recipe_1000345.jpg
1000346,맛있는 닭고기 요리 347,맛있는 닭고기 요리 347,user_98,요리사36,38649,3621,249,굽기,간편식,"닭고기, 양파, 마늘",찌개,맛있는 닭고기 요리 347 레시피,닭고기 300g,4인분,고급,20분,2025-06-09,https://example.com/recipe_1000346.jpg
1000347,맛있는 닭고기 요리 348,맛있는 닭고기 요리 348,user_60,요리사94,45286,4415,247,굽기,손님접대,"닭고기, 양파, 마늘",샐러드,맛있는 닭고기 요리 348 레시피,닭고기 300g,3인분,고급,60분,2025-04-15,https://example.com/recipe_1000347.jpg
1000348,맛있는 두부 요리 349,맛있는 두부 요리 349,user_54,요리사30,20598,2368,199,볶기,손님접대,"두부, 양파, 마늘",국/탕,맛있는 두부 요리 349 레시피,두부 300g,4인분,고급,60분,2025-08-25,https://example.com/recipe_1000348.jpg
1000349,맛있는 닭고기 요리 350,맛있는 닭고기 요리 350,user_23,요리사26,44956,2190,388,볶기,간편식,"닭고기, 양파, 마늘",일품,맛있는 닭고기 요리 350 레시피,닭고기 300g,2인분,고급,60분,2025-04-20,https://example.com/recipe_1000349.jpg
1000350,맛있는 생선 요리 351,맛있는 생선 요리 351,user_35,요리사20,34575,745,262,볶기,일상,"생선, 양파, 마늘",국/탕,맛있는 생선 요리 351 레시피,생선 300g,4인분,초급,30분,2025-11-22,https://example.com/recipe_1000350.jpg
1000351,맛있는 계란 요리 352,맛있는 계란 요리 352,user_10,요리사79,1938,1221,682,굽기,손님접대,"계란, 양파, 마늘",메인반찬,맛있는 계란 요리 352 레시피,계란 300g,3인분,고급,60분,2025-10-31,https://example.com/recipe_1000351.jpg
1000352,맛있는 생선 요리 353,맛있는 생선 요리 353,user_51,요리사20,5700,2411,817,찌기,간편식,"생선, 양파, 마늘",일품,맛있는 생선 요리 353 레시피,생선 300g,2인분,초급,30분,2025-11-03,https://example.com/recipe_1000352.jpg
1000353,맛있는 소고기 요리 354,맛있는 소고기 요리 354,user_92,요리사22,5582,3223,729,볶기,손님접대,"소고기, 양파, 마늘",샐러드,맛있는 소고기 요리 354 레시피,소고기 300g,2인분,중급,10분,2025-09-29,https://example.com/recipe_1000353.jpg
1000354,맛있는 돼지고기 요리 355,맛있는 돼지고기 요리 355,user_77,요리사47,26703,661,733,굽기,손님접대,"돼지고기, 양파, 마늘",일품,맛있는 돼지고기 요리 355 레시피,돼지고기 300g,2인분,고급,30분,2025-11-03,https://example.com/recipe_1000354.jpg
1000355,맛있는 두부 요리 356,맛있는 두부 요리 356,user_79,요리사23,17985,4512,914,볶기,간편식,"두부, 양파, 마늘",샐러드,맛있는 두부 요리 356 레시피,두부 300g,3인분,초급,30분,2025-10-18,https://example.com/recipe_1000355.jpg
1000356,맛있는 생선 요리 357,맛있는 생선 요리 357,user_44,요리사46,30655,4853,873,볶기,손님접대,"생선, 양파, 마늘",메인반찬,맛있는 생선 요리 357 레시피,생선 300g,3인분,중급,10분,2025-12-19,https://example.com/recipe_1000356.jpg
1000357,맛있는 계란 요리 358,맛있는 계란 요리 358,user_12,요리사41,23748,466,170,찌기,일상,"계란, 양파, 마늘",일품,맛있는 계란 요리 358 레시피,계란 300g,4인분,초급,30분,2025-02-15,https://example.com/recipe_1000357.jpg
1000358,맛있는 계란 요리 359,맛있는 계란 요리 359,user_100,요리사94,14762,1899,912,찌기,간편식,"계란, 양파, 마늘",일품,맛있는 계란 요리 359 레시피,계란 300g,4인분,고급,10분,2025-11-08,https://example.com/recipe_1000358.jpg
1000359,맛있는 소고기 요리 360,맛있는 소고기 요리 360,user_71,요리사83,27566,509,773,굽기,일상,"소고기, 양파, 마늘",국/탕,맛있는 소고기 요리 360 레시피,소고기 300g,3인분,초급,30분,2025-08-28,https://example.com/recipe_1000359.jpg
1000360,맛있는 두부 요리 361,맛있는 두부 요리 361,user_99,요리사24,9159,2861,842,찌기,일상,"두부, 양파, 마늘",샐러드,맛있는 두부 요리 361 레시피,두부 300g,3인분,초급,30분,2025-12-08,https://example.com/recipe_1000360.jpg
1000361,맛있는 닭고기 요리 362,맛있는 닭고기 요리 362,user_46,요리사37,23144,1142,388,찌기,손님접대,"닭고기, 양파, 마늘",볶음,맛있는 닭고기 요리 362 레시피,닭고기 300g,3인분,중급,20분,2025-06-10,https://example.com/recipe_1000361.jpg
1000362,맛있는 소고기 요리 363,맛있는 소고기 요리 363,user_85,요리사86,25448,308,850,찌기,손님접대,"소고기, 양파, 마늘",볶음,맛있는 소고기 요리 363 레시피,소고기 300g,2인분,초급,10분,2025-02-19,https://example.com/recipe_1000362.jpg
1000363,맛있는 소고기 요리 364,맛있는 소고기 요리 364,user_8,요리사42,41853,350,40,굽기,손님접대,"소고기, 양파, 마늘",샐러드,맛있는 소고기 요리 364 레시피,소고기 300g,3인분,초급,20분,2025-01-07,https://example.com/recipe_1000363.jpg
1000364,맛있는 생선 요리 365,맛있는 생선 요리 365,user_26,요리사16,48318,4502,962,볶기,일상,"생선, 양파, 마늘",국/탕,맛있는 생선 요리 365 레시피,생선 300g,2인분,초급,30분,2025-08-30,https://example.com/recipe_1000364.jpg
1000365,맛있는 닭고기 요리 366,맛있는 닭고기 요리 366,user_48,요리사33,30883,1006,191,찌기,일상,"닭고기, 양파, 마늘",볶음,맛있는 닭고기 요리 366 레시피,닭고기 300g,2인분,고급,10분,2025-04-25,https://example.com/recipe_1000365.jpg
1000366,맛있는 돼지고기 요리 367,맛있는 돼지고기 요리 367,user_100,요리사85,11704,1657,635,찌기,일상,"돼지고기, 양파, 마늘",국/탕,맛있는 돼지고기 요리 367 레시피,돼지고기 300g,2인분,중급,20분,2025-10-10,https://example.com/recipe_1000366.jpg
1000367,맛있는 두부 요리 368,맛있는 두부 요리 368,user_97,요리사46,5366,2756,473,볶기,손님접대,"두부, 양파, 마늘",국/탕,맛있는 두부 요리 368 레시피,두부 300g,2인분,초급,10분,2025-05-25,https://example.com/recipe_1000367.jpg
1000368,맛있는 소고기 요리 369,맛있는 소고기 요리 369,user_12,요리사72,48318,2266,203,볶기,손님접대,"소고기, 양파, 마늘",찌개,맛있는 소고기 요리 369 레시피,소고기 300g,3인분,초급,60분,2025-06-13,https://example.com/recipe_1000368.jpg
1000369,맛있는 돼지고기 요리 370,맛있는 돼지고기 요리 370,user_53,요리사57,37449,1521,970,굽기,손님접대,"돼지고기, 양파, 마늘",샐러드,맛있는 돼지고기 요리 370 레시피,돼지고기 300g,2인분,중급,10분,2025-10-05,https://example.com/recipe_1000369.jpg
1000370,맛있는 생선 요리 371,맛있는 생선 요리 371,user_12,요리사58,32970,1238,396,굽기,간편식,"생선, 양파, 마늘",샐러드,맛있는 생선 요리 371 레시피,생선 300g,3인분,고급,60분,2025-05-08,https://example.com/recipe_1000370.jpg
1000371,맛있는 계란 요리 372,맛있는 계란 요리 372,user_7,요리사15,41290,4550,34,찌기,간편식,"계란, 양파, 마늘",국/탕,맛있는 계란 요리 372 레시피,계란 300g,2인분,중급,20분,2025-05-25,https://example.com/recipe_1000371.jpg
1000372,맛있는 계란 요리 373,맛있는 계란 요리 373,user_33,요리사77,5862,1157,284,찌기,일상,"계란, 양파, 마늘",일품,맛있는 계란 요리 373 레시피,계란 300g,2인분,초급,30분,2025-04-29,https://example.com/recipe_1000372.jpg
1000373,맛있는 닭고기 요리 374,맛있는 닭고기 요리 374,user_60,요리사51,18180,2954,454,찌기,손님접대,"닭고기, 양파, 마늘",볶음,맛있는 닭고기 요리 374 레시피,닭고기 300g,2인분,고급,20분,2025-10-06,https://example.com/recipe_1000373.jpg
1000374,맛있는 닭고기 요리 375,맛있는 닭고기 요리 375,user_89,요리사32,15290,2001,412,굽기,손님접대,"닭고기, 양파, 마늘",볶음,맛있는 닭고기 요리 375 레시피,닭고기 300g,4인분,고급,30분,2025-09-23,https://example.com/recipe_1000374.jpg
1000375,맛있는 돼지고기 요리 376,맛있는 돼지고기 요리 376,user_65,요리사84,332,2644,449,찌기,일상,"돼지고기, 양파, 마늘",샐러드,맛있는 돼지고기 요리 376 레시피,돼지고기 300g,4인분,중급,20분,2025-10-06,https://example.com/recipe_1000375.jpg
1000376,맛있는 소고기 요리 377,맛있는 소고기 요리 377,user_33,요리사62,17126,2451,666,볶기,간편식,"소고기, 양파, 마늘",메인반찬,맛있는 소고기 요리 377 레시피,소고기 300g,3인분,중급,60분,2025-07-22,https://example.com/recipe_1000376.jpg
1000377,맛있는 소고기 요리 378,맛있는 소고기 요리 378,user_34,요리사17,35904,2291,808,굽기,간편식,"소고기, 양파, 마늘",일품,맛있는 소고기 요리 378 레시피,소고기 300g,2인분,중급,60분,2025-06-02,https://example.com/recipe_1000377.jpg
1000378,맛있는 두부 요리 379,맛있는 두부 요리 379,user_67,요리사25,16140,1420,258,볶기,손님접대,"두부, 양파, 마늘",볶음,맛있는 두부 요리 379 레시피,두부 300g,3인분,고급,20분,2025-06-02,https://example.com/recipe_1000378.jpg
1000379,맛있는 닭고기 요리 380,맛있는 닭고기 요리 380,user_2,요리사12,22197,2501,560,찌기,간편식,"닭고기, 양파, 마늘",찌개,맛있는 닭고기 요리 380 레시피,닭고기 300g,4인분,초급,60분,2025-07-05,https://example.com/recipe_1000379.jpg
1000380,맛있는 돼지고기 요리 381,맛있는 돼지고기 요리 381,user_25,요리사94,1731,2251,656,볶기,손님접대,"돼지고기, 양파, 마늘",국/탕,맛있는 돼지고기 요리 381 레시피,돼지고기 300g,2인분,초급,30분,2025-12-02,https://example.com/recipe_1000380.jpg
1000381,맛있는 소고기 요리 382,맛있는 소고기 요리 382,user_73,요리사21,14363,3404,636,굽기,손님접대,"소고기, 양파, 마늘",메인반찬,맛있는 소고기 요리 382 레시피,소고기 300g,3인분,고급,30분,2025-11-03,https://example.com/recipe_1000381.jpg
1000382,맛있는 닭고기 요리 383,맛있는 닭고기 요리 383,user_8,요리사77,9900,4538,358,찌기,간편식,"닭고기, 양파, 마늘",샐러드,맛있는 닭고기 요리 383 레시피,닭고기 300g,3인분,초급,20분,2025-11-12,https://example.com/recipe_1000382.jpg
1000383,맛있는 두부 요리 384,맛있는 두부 요리 384,user_77,요리사13,28758,2648,921,굽기,간편식,"두부, 양파, 마늘",샐러드,맛있는 두부 요리 384 레시피,두부 300g,3인분,초급,20분,2025-02-11,https://example.com/recipe_1000383.jpg
1000384,맛있는 닭고기 요리 385,맛있는 닭고기 요리 385,user_29,요리사90,9978,832,28,찌기,손님접대,"닭고기, 양파, 마늘",일품,맛있는 닭고기 요리 385 레시피,닭고기 300g,4인분,중급,20분,2025-10-16,https://example.com/recipe_1000384.jpg
1000385,맛있는 닭고기 요리 386,맛있는 닭고기 요리 386,user_62,요리사62,38201,2390,134,굽기,손님접대,"닭고기, 양파, 마늘",찌개,맛있는 닭고기 요리 386 레시피,닭고기 300g,4인분,중급,60분,2025-04-29,https://example.com/recipe_1000385.jpg
1000386,맛있는 생선 요리 387,맛있는 생선 요리 387,user_92,요리사97,35417,882,60,볶기,간편식,"생선, 양파, 마늘",샐러드,맛있는 생선 요리 387 레시피,생선 300g,3인분,중급,10분,2025-01-15,https://example.com/recipe_1000386.jpg
1000387,맛있는 두부 요리 388,맛있는 두부 요리 388,user_10,요리사13,21310,3634,827,굽기,간편식,"두부, 양파, 마늘",메인반찬,맛있는 두부 요리 388 레시피,두부 300g,2인분,초급,60분,2025-10-18,https://example.com/recipe_1000387.jpg
1000388,맛있는 닭고기 요리 389,맛있는 닭고기 요리 389,user_63,요리사5,32390,4496,676,볶기,일상,"닭고기, 양파, 마늘",메인반찬,맛있는 닭고기 요리 389 레시피,닭고기 300g,2인분,고급,60분,2025-07-11,https://example.com/recipe_1000388.jpg
1000389,맛있는 소고기 요리 390,맛있는 소고기 요리 390,user_31,요리사53,32309,4212,491,찌기,간편식,"소고기, 양파, 마늘",볶음,맛있는 소고기 요리 390 레시피,소고기 300g,4인분,고급,20분,2025-10-22,https://example.com/recipe_1000389.jpg
1000390,맛있는 생선 요리 391,맛있는 생선 요리 391,user_37,요리사62,8261,2801,512,찌기,일상,"생선, 양파, 마늘",일품,맛있는 생선 요리 391 레시피,생선 300g,4인분,중급,20분,2025-10-09,https://example.com/recipe_1000390.jpg
1000391,맛있는 돼지고기 요리 392,맛있는 돼지고기 요리 392,user_51,요리사85,49777,3620,595,볶기,일상,"돼지고기, 양파, 마늘",볶음,맛있는 돼지고기 요리 392 레시피,돼지고기 300g,2인분,중급,10분,2025-12-07,https://example.com/recipe_1000391.jpg
1000392,맛있는 돼지고기 요리 393,맛있는 돼지고기 요리 393,user_16,요리사48,23968,4822,945,찌기,손님접대,"돼지고기, 양파, 마늘",샐러드,맛있는 돼지고기 요리 393 레시피,돼지고기 300g,3인분,초급,10분,2025-02-03,https://example.com/recipe_1000392.jpg
1000393,맛있는 계란 요리 394,맛있는 계란 요리 394,user_62,요리사15,13451,4483,9,굽기,간편식,"계란, 양파, 마늘",찌개,맛있는 계란 요리 394 레시피,계란 300g,3인분,고급,30분,2025-09-15,https://example.com/recipe_1000393.jpg
1000394,맛있는 소고기 요리 395,맛있는 소고기 요리 395,user_54,요리사98,48593,408,461,굽기,일상,"소고기, 양파, 마늘",일품,맛있는 소고기 요리 395 레시피,소고기 300g,4인분,중급,30분,2025-11-11,https://example.com/recipe_1000394.jpg
1000395,맛있는 닭고기 요리 396,맛있는 닭고기 요리 396,user_42,요리사40,35144,4203,395,굽기,일상,"닭고기, 양파, 마늘",샐러드,맛있는 닭고기 요리 396 레시피,닭고기 300g,4인분,초급,60분,2025-04-08,https://example.com/recipe_1000395.jpg
1000396,맛있는 계란 요리 397,맛있는 계란 요리 397,user_5,요리사11,32011,2714,286,볶기,일상,"계란, 양파, 마늘",찌개,맛있는 계란 요리 397 레시피,계란 300g,3인분,고급,20분,2025-10-04,https://example.com/recipe_1000396.jpg
1000397,맛있는 돼지고기 요리 398,맛있는 돼지고기 요리 398,user_52,요리사76,29623,1434,88,찌기,간편식,"돼지고기, 양파, 마늘",일품,맛있는 돼지고기 요리 398 레시피,돼지고기 300g,3인분,중급,10분,2025-09-17,https://example.com/recipe_1000397.jpg
1000398,맛있는 돼지고기 요리 399,맛있는 돼지고기 요리 399,user_87,요리사69,38099,2351,630,볶기,간편식,"돼지고기, 양파, 마늘",일품,맛있는 돼지고기 요리 399 레시피,돼지고기 300g,4인분,중급,30분,2025-02-06,https://example.com/recipe_1000398.jpg
1000399,맛있는 닭고기 요리 400,맛있는 닭고기 요리 400,user_100,요리사34,944,4923,746,찌기,일상,"닭고기, 양파, 마늘",국/탕,맛있는 닭고기 요리 400 레시피,닭고기 300g,4인분,초급,20분,2025-03-25,https://example.com/recipe_1000399.jpg
1000400,맛있는 소고기 요리 401,맛있는 소고기 요리 401,user_80,요리사52,8142,4380,72,볶기,일상,"소고기, 양파, 마늘",국/탕,맛있는 소고기 요리 401 레시피,소고기 300g,3인분,고급,60분,2025-04-25,https://example.com/recipe_1000400.jpg
